startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
375,Perez-Bray,Gaming,Pune,1241274428,10.98,4,2,MBA,133,157470,42251026,20.78,False,1,677527974,9,Closed,"Guess more himself type eye mind relate. Piece eat keep maintain many church.
Matter data yourself. Program prove chair where smile make.
Drug floor along everyone. Question career throw stuff foreign federal.",Pre-emptive web-enabled alliance,productize interactive e-tailers,True
376,Jimenez-Wilcox,Gaming,Hyderabad,1480523604,5.73,5,0,Masters,206,114499,34238244,37.47,False,2,685514053,4,Closed,"Mother manage see machine mention approach. Along go industry week less. Including land myself. Help material financial clear reality.
Bill employee cut mission real student standard. Theory such respond mouth ground adult history.",Implemented dynamic service-desk,facilitate sticky users,True
377,"Johnson, Mitchell and Berg",AI/ML,Hyderabad,2242050628,3.14,12,2,MBA,238,135678,20979112,18.17,False,1,240350435,4,Closed,"Enjoy another she contain song. Month station eight defense personal among city.
Interest rate capital thus.
Where food give region outside purpose century indicate. But lay return foreign. Anything citizen information fly.",Inverse zero tolerance frame,revolutionize global relationships,True
378,Santos Inc,E-commerce,Kolkata,4556734700,8.23,5,1,MBA,181,82257,25237577,47.09,False,0,0,0,Active,"Receive themselves professor trade indeed particular. Office girl few doctor personal money sell. Knowledge charge third word nothing suddenly message eight. Year doctor growth add.
Store special dog president. Spring outside hour society.",Ergonomic heuristic migration,repurpose sticky mindshare,False
379,Crawford-Lee,AI/ML,Chennai,1440526036,18.36,6,2,Bachelors,113,347658,22086454,10.1,False,0,0,0,Active,"Thought force wife unit whole certainly. Happy road picture apply easy join themselves. Either because then live event position size.
Peace stuff company. Machine while garden new night. Act word although though federal play control plan.",Cross-platform incremental Internet solution,maximize one-to-one vortals,False
380,"Freeman, Stevens and Weaver",Agritech,Delhi,3907438505,18.03,12,2,MBA,218,191920,17685548,23.23,True,0,0,0,Active,"Various bar either score foot. Become specific month still. Put board dinner myself order.
Direction level police explain a as area. Stock role create career for far others.",Multi-layered methodical portal,re-contextualize innovative mindshare,False
381,Dunn-Watson,Healthtech,Pune,3980490797,9.54,16,2,PhD,49,6520,26858502,0.6,False,1,953678783,5,Closed,"Effort team learn draw. Watch around hot out opportunity source evidence.
Never just woman now site partner near. Own traditional mother check become yeah.
Local trip five short these still. Be agreement whatever affect product away find.",Versatile real-time Internet solution,redefine collaborative users,True
382,Carter-Ho,Gaming,Hyderabad,3211621905,8.05,1,1,Masters,213,71269,40804346,36.75,False,0,0,0,Closed,"Again should name fine individual thank. Score rest top church.
Later people culture board sing huge. Run popular street article teach follow. Billion middle voice paper lawyer.
Floor pretty season often performance. Local eat along by us financial.",Vision-oriented didactic structure,implement B2C portals,False
383,Miller-Jones,AI/ML,Delhi,1521818745,9.02,19,1,Bachelors,205,440529,47157213,8.76,True,0,0,0,Acquired,"International total forget score line doctor head. Sell grow rate education film ever.
Plant feeling across add treat win act. Or wife unit candidate data name bar teach. Letter behavior lead sea difference he than.",Virtual systemic policy,reinvent holistic synergies,False
384,Morrow PLC,Fintech,Hyderabad,2005895826,8.71,8,2,Masters,141,16534,16610352,21.73,True,2,76094878,3,Acquired,"Skill assume none bad design. Difference imagine bit public reflect my.
Professional dinner the protect this upon. Opportunity travel another capital fine other.",Fundamental grid-enabled info-mediaries,drive bleeding-edge paradigms,True
385,Romero-Smith,SaaS,Pune,4015694510,15.81,18,1,PhD,145,188125,27579057,1.6,True,0,0,0,Closed,"Drug take wear raise base. Natural purpose identify civil. Statement activity dinner here gun daughter.
Help report standard few hear quality activity.
Tree huge accept move or news.",Universal system-worthy capability,utilize 24/365 communities,False
386,Schwartz and Sons,Edtech,Bangalore,3991991343,13.3,7,1,Masters,21,324654,21101596,19.9,False,0,0,0,Closed,"Yeah task must tough behavior computer shoulder. All growth beat including threat.
Beautiful measure similar bank game. Increase fight pretty myself side through. My minute number different.",Extended secondary capacity,re-intermediate distributed eyeballs,False
387,"Andersen, Moss and Allen",Gaming,Kolkata,1877532166,16.14,7,0,Masters,197,248536,8435021,39.74,False,0,0,0,Active,"Ahead buy young. Magazine wonder clear quite interview avoid. Audience social than table data.
War Republican particularly design. Begin house who accept realize region mouth.",Profit-focused homogeneous parallelism,grow extensible e-markets,False
388,"Williams, Tate and Curtis",AI/ML,Bangalore,2752857986,12.53,11,1,Bachelors,148,392192,20169131,35.02,True,0,963667996,9,Closed,"Blood send lot body adult building. Actually prepare describe front push fish war. Few media live enough.
Night option hospital baby commercial ago edge. Away dark from set mention.
Plant day thus seven those. You worker perhaps four tell.",Profound disintermediate initiative,redefine next-generation systems,True
389,Andrews-Hernandez,Fintech,Delhi,1873753000,11.25,19,1,PhD,237,358574,45372588,9.58,True,0,0,0,Acquired,"Have side husband air. Whose summer painting open simple. Event coach security land difficult area high themselves.
Brother soon leg conference operation color true. What however month side charge physical play.",Adaptive real-time moderator,visualize granular relationships,False
390,Gilmore-Chapman,SaaS,Kolkata,4790565804,11.23,11,0,Masters,34,298016,28625911,1.27,False,0,0,0,Acquired,"Might choice system newspaper where money important. Stock say head development identify dark piece.
Make arrive true seek.
Candidate but record I. And share cup subject region represent. Least better ten memory. Move successful project yes.",Down-sized mission-critical time-frame,leverage dot-com partnerships,False
391,Owens-Ferguson,Fintech,Chennai,1287649503,3.71,6,2,Bachelors,189,170831,17953886,3.79,False,0,893665761,1,Active,Many power no for leave watch interest. Southern pick area investment race. Material list truth particular employee present moment every. Fund across party leader political.,User-friendly methodical service-desk,syndicate back-end bandwidth,True
392,"Stevenson, Edwards and Ruiz",Gaming,Kolkata,3204899660,16.66,15,0,Masters,127,486097,37213676,22.6,False,2,539384929,6,Active,"While one watch old hot several. Unit site occur visit green bill. Mouth interesting floor goal spend.
Reason believe book structure but. Around responsibility past least dinner skill hit. Raise start will him member.",Optimized clear-thinking migration,orchestrate extensible schemas,True
393,Crosby-Smith,E-commerce,Mumbai,3613096487,4.17,4,2,MBA,64,351067,2069385,17.82,True,0,0,0,Closed,"Whom public heart stand challenge method if. Able nice performance step. Crime interest plant maintain avoid year.
Find hand career site security. Light write middle parent foot company red analysis.
Fear start their just.",Networked local flexibility,orchestrate real-time users,False
394,Christensen Group,Gaming,Chennai,2628765597,6.7,17,0,Masters,163,221283,6974705,38.75,True,0,0,0,Closed,"Wish street behavior find. Southern road begin either learn pay.
Maintain way mission myself later mean color among. Surface difficult feel owner agent.
Protect fine some whole. Instead model fish half administration.",Public-key intermediate analyzer,engineer virtual schemas,False
395,"Young, Carter and Aguilar",Agritech,Chennai,3495440803,16.03,5,0,Masters,299,453063,10245193,38.05,True,2,285957816,5,Closed,"Author compare in late modern responsibility produce. Person approach country save the open ball from. Fall yourself series finish personal.
Fast relationship rich employee. Run individual apply get.",Switchable radical encryption,visualize cutting-edge convergence,True
396,Watson-Johnson,SaaS,Ahmedabad,4187953180,9.57,9,2,MBA,224,35693,10441929,45.46,True,2,916341067,5,Active,"Take value total huge participant. Enough movie under if save.
Total defense Mrs side produce. Weight must million fight look. Receive find require worry parent give war. Throw unit conference.",Fundamental content-based paradigm,unleash user-centric partnerships,True
397,Nguyen Inc,Healthtech,Delhi,4818775331,17.49,10,1,Masters,273,40178,22849349,19.62,False,0,0,0,Active,"System present budget bad.
Democratic about you show Democrat memory more difference. Draw life air member shoulder.
Painting lose interview hold kitchen. Discussion scene room because surface allow capital movie.",Right-sized interactive groupware,harness revolutionary channels,False
398,Reyes LLC,E-commerce,Bangalore,2037237287,13.2,2,1,MBA,226,7859,24037785,25.6,False,0,796670040,2,Acquired,"Full sort prevent finally five top. Team much keep head more either.
Southern ground black that month street. Trial free those sport American east music. Knowledge treat large interesting simply successful treatment. The buy film interview my buy.",User-friendly 24hour data-warehouse,innovate end-to-end relationships,True
399,Reese-Murphy,Gaming,Chennai,4529737049,10.66,17,1,MBA,298,208352,6746549,37.54,False,4,833118866,1,Closed,"Wear house call simple. Court officer bill next. Own adult staff fact know daughter ball. Fire risk season present thought society them.
Toward lose appear price. Never year real each no traditional line. Foot every do continue.",Progressive regional throughput,scale real-time e-tailers,True
400,Obrien PLC,Fintech,Chennai,1820023451,10.87,14,0,MBA,282,129585,24572662,38.95,True,3,326564095,7,Acquired,"Subject himself human your east. Beautiful follow lay board stay gun strategy. Field world responsibility four up hot receive.
Old price whole despite.
American seek might skin feel mission.",Persevering solution-oriented budgetary management,brand value-added paradigms,True
401,Kelly-Powell,Healthtech,Kolkata,4378886615,4.5,5,0,MBA,32,292207,46675380,13.35,True,0,0,0,Active,"Ago music statement parent reach hotel drive. Good different stop. Understand technology federal security. Somebody range decision usually if candidate.
Those head season where. Space cost sport special yet old.",Upgradable leadingedge conglomeration,revolutionize magnetic systems,False
402,Bartlett Inc,AI/ML,Mumbai,4815924319,7.14,5,1,MBA,182,348823,45224597,21.73,False,2,555348660,8,Closed,"Believe director population member small for. Billion someone share hard care outside. Page sign join nothing behind cost week.
Agency require meeting parent.
So pattern person defense. Decide kid use approach everyone.",Persevering exuding moderator,incentivize distributed partnerships,True
403,"White, Little and Lee",E-commerce,Hyderabad,2874407878,19.93,6,1,Masters,262,344303,927472,29.05,False,2,648872124,4,Acquired,"Why they moment. Discuss trouble off actually either their.
Political center then rate movement consider. Benefit large beat change chair. Standard ready husband general radio. That worry foot real probably.",Switchable demand-driven project,revolutionize bleeding-edge e-commerce,True
